,tempmin_z_score,temp_z_score,feelslikemax_z_score,feelslikemin_z_score,feelslike_z_score,dew_z_score,humidity_z_score,precip_z_score,precipcover_z_score,snow_z_score,snowdepth_z_score,cloudcover_z_score,uvindex_z_score,severerisk_z_score,num_date_z_score
0,-3.155280955816349,-2.68080851179127,-2.1997523440117415,-3.0530738541726032,-2.664301471764712,-2.7598121044340043,-0.8718107954073607,-0.4311760864243229,-0.7148878312083597,-0.19479189707993508,0.25950643046022354,-0.3866963710092288,-1.1366629323279158,-0.47070726633684995,-1.6269736615288963
1,-1.1598307744078207,-1.3337310300427823,-1.3725163717339637,-0.980994053307988,-1.320524347827136,-0.9912320614777387,0.6952210748477357,-0.4311760864243229,-0.7148878312083597,-0.19479189707993508,0.25950643046022354,0.3820015546877889,-1.1366629323279158,-0.47070726633684995,-1.6072343237175224
2,-2.7400785888773074,-2.734932160611522,-2.3741695670823573,-2.5134167070186737,-2.5155627824739115,-2.5096511115158484,-0.09190553279192139,-0.4311760864243229,-0.7148878312083597,-0.19479189707993508,12.468556328159087,-1.1931428555574395,-1.1366629323279158,-0.47070726633684995,-1.5578859791890873
3,-2.7400785888773074,-2.734932160611522,-2.3741695670823573,-2.5134167070186737,-2.5155627824739115,-2.5096511115158484,-0.09190553279192139,-0.4311760864243229,-0.7148878312083597,-0.19479189707993508,12.468556328159087,-1.1931428555574395,-1.1366629323279158,-0.47070726633684995,-1.5578859791890873
4,-2.7400785888773074,-2.734932160611522,-2.3741695670823573,-2.5134167070186737,-2.5155627824739115,-2.5096511115158484,-0.09190553279192139,-0.4311760864243229,-0.7148878312083597,-0.19479189707993508,12.468556328159087,-1.1931428555574395,-1.1366629323279158,-0.47070726633684995,-1.5578859791890873
5,-0.6764608546877426,-0.6662060279263439,-0.3559131286938029,-0.9046274758805452,-0.7922455548287759,-0.5316339582094985,0.11029212788615533,0.08807044923436674,0.624070597702657,-0.19479189707993508,-0.2713218259614663,1.1198142958701944,-1.5481670835362533,-0.47070726633684995,-1.4690589590379046
6,-0.7260372567103146,-0.8105357581136818,-0.8741814486750613,-0.609343376494433,-0.6999249890620723,-0.7585241610887563,0.001971952522899839,-0.25584608737073944,-0.33252500252036626,-0.19479189707993508,-0.2713218259614663,-0.4759202373847756,-1.1366629323279158,-0.47070726633684995,-1.4197106145094698
7,-1.1536337241549992,-1.2014287773710557,-1.0535820209762663,-1.2660959423704412,-1.0589494114881424,-1.066862129104158,0.023635987595550734,-0.3131655101382571,0.05029684516965368,0.3244652294341611,-0.2713218259614663,0.045696212195343706,-1.5481670835362533,-0.47070726633684995,-1.4098409456037828
8,-1.2156042266832143,-0.8706731456917394,-1.227999244046882,-1.3933735714161792,-0.9922734473233005,-0.9388727838902177,-0.4601941290269902,-0.12772031883158222,0.43265967385764703,-0.19479189707993508,-0.2713218259614663,1.390917582165125,-1.5481670835362533,-0.47070726633684995,-1.380231938886722
9,-0.849978261766745,-0.7564121092934302,-0.32102968407967997,-0.8740808449095682,-0.6896671484213274,-0.17093671260657578,1.828972243649809,1.3018935196053296,2.727754683989661,-0.19479189707993508,-0.2713218259614663,1.538480130401606,-1.5481670835362533,-0.47070726633684995,-1.2815352498298522
10,-0.849978261766745,-0.7564121092934302,-0.32102968407967997,-0.8740808449095682,-0.6896671484213274,-0.17093671260657578,1.828972243649809,1.3018935196053296,2.727754683989661,-0.19479189707993508,-0.2713218259614663,1.538480130401606,-1.5481670835362533,-0.47070726633684995,-1.2815352498298522
11,0.35844653753345074,0.17571739816646115,-0.01206203178316037,0.4648798126515959,0.2591831108475718,0.567910871128443,1.236821951664013,3.4901467770240933,1.580207178923654,-0.19479189707993508,-0.2713218259614663,1.4492562640260593,-1.5481670835362533,-0.47070726633684995,-1.2420565742071044
12,-0.2736525882543441,0.17571739816646115,0.4165060020474954,-0.30896817194649145,0.1771203857216129,0.18976053299634663,-0.04135611762240195,-0.31653724088928753,0.24124875001263704,-0.19479189707993508,-0.2713218259614663,0.8795961940898763,-0.7251587811195785,-0.47070726633684995,-1.1828385607729823
13,-0.5711110003897767,-0.9247967945119914,-1.1183655609739238,-0.6755277435982167,-0.9614999254010662,-0.4327331005441809,1.4029128872210046,3.8003460061188945,2.1539809314566574,-0.19479189707993508,-0.2713218259614663,1.538480130401606,-1.5481670835362533,-0.47070726633684995,-1.1729688918672954
14,-0.09393813092251976,-0.37754656755166804,-0.2213626994678995,-0.1765994377389238,-0.36654516823786454,0.09085967533102937,1.4029128872210046,0.6140604463951174,1.771618102768664,-0.19479189707993508,-0.2713218259614663,1.2982620286212878,-1.5481670835362533,-0.47070726633684995,-1.1532295540559214
