tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,cloudcover,uvindex,severerisk,num_date,preciptype_freezingrain,"preciptype_freezingrain,snow","preciptype_freezingrain,snow,ice",preciptype_none,preciptype_rain,"preciptype_rain,freezingrain","preciptype_rain,freezingrain,snow","preciptype_rain,snow","preciptype_rain,snow,ice",preciptype_snow
74.8,60.8,67.1,74.8,60.8,67.1,64.4,91.2,0.022,4.17,0.0,0.0,78.3,3,0.0,276,0,0,0,0,1,0,0,0,0,0
74.8,60.8,67.1,74.8,60.8,67.1,64.4,91.2,0.022,4.17,0.0,0.0,78.3,3,0.0,276,0,0,0,0,1,0,0,0,0,0
67.6,52.3,59.7,67.6,52.3,59.7,56.9,90.5,0.0,0.0,0.0,0.0,91.5,2,0.0,278,0,0,0,1,0,0,0,0,0,0
67.6,52.3,59.7,67.6,52.3,59.7,56.9,90.5,0.0,0.0,0.0,0.0,91.5,2,0.0,278,0,0,0,1,0,0,0,0,0,0
67.6,52.3,59.7,67.6,52.3,59.7,56.9,90.5,0.0,0.0,0.0,0.0,91.5,2,0.0,278,0,0,0,1,0,0,0,0,0,0
67.6,52.3,59.7,67.6,52.3,59.7,56.9,90.5,0.0,0.0,0.0,0.0,91.5,2,0.0,278,0,0,0,1,0,0,0,0,0,0
67.6,52.3,59.7,67.6,52.3,59.7,56.9,90.5,0.0,0.0,0.0,0.0,91.5,2,0.0,278,0,0,0,1,0,0,0,0,0,0
67.6,52.3,59.7,67.6,52.3,59.7,56.9,90.5,0.0,0.0,0.0,0.0,91.5,2,0.0,278,0,0,0,1,0,0,0,0,0,0
78.8,65.0,70.0,78.8,65.0,70.0,67.7,92.8,0.19,25.0,0.0,0.0,62.9,4,0.0,279,0,0,0,0,1,0,0,0,0,0
83.0,65.0,73.3,86.1,65.0,73.9,67.7,84.2,0.002,8.33,0.0,0.0,29.9,4,0.0,280,0,0,0,0,1,0,0,0,0,0
83.9,64.1,74.4,86.6,64.1,75.3,67.3,80.7,0.0,0.0,0.0,0.0,22.6,4,0.0,281,0,0,0,1,0,0,0,0,0,0
83.9,64.1,74.4,86.6,64.1,75.3,67.3,80.7,0.0,0.0,0.0,0.0,22.6,4,0.0,281,0,0,0,1,0,0,0,0,0,0
81.0,67.2,72.3,81.9,67.2,72.4,63.8,75.8,0.01,12.5,0.0,0.0,50.1,4,0.0,283,0,0,0,0,1,0,0,0,0,0
81.0,67.2,72.3,81.9,67.2,72.4,63.8,75.8,0.01,12.5,0.0,0.0,50.1,4,0.0,283,0,0,0,0,1,0,0,0,0,0
81.0,67.2,72.3,81.9,67.2,72.4,63.8,75.8,0.01,12.5,0.0,0.0,50.1,4,0.0,283,0,0,0,0,1,0,0,0,0,0
81.0,67.2,72.3,81.9,67.2,72.4,63.8,75.8,0.01,12.5,0.0,0.0,50.1,4,0.0,283,0,0,0,0,1,0,0,0,0,0
46.9,39.8,43.2,43.1,33.3,38.7,38.6,84.1,0.256,37.5,0.0,0.0,99.9,1,0.0,286,0,0,0,0,1,0,0,0,0,0
46.9,39.8,43.2,43.1,33.3,38.7,38.6,84.1,0.256,37.5,0.0,0.0,99.9,1,0.0,286,0,0,0,0,1,0,0,0,0,0
55.9,40.5,47.5,55.9,38.2,46.8,41.9,81.2,0.008,4.17,0.0,0.0,74.7,2,0.0,287,0,0,0,0,1,0,0,0,0,0
55.9,40.5,47.5,55.9,38.2,46.8,41.9,81.2,0.008,4.17,0.0,0.0,74.7,2,0.0,287,0,0,0,0,1,0,0,0,0,0
55.9,40.5,47.5,55.9,38.2,46.8,41.9,81.2,0.008,4.17,0.0,0.0,74.7,2,0.0,287,0,0,0,0,1,0,0,0,0,0
63.5,47.4,56.2,63.5,42.4,55.6,54.3,93.5,0.157,45.83,0.0,0.0,96.7,0,0.0,288,0,0,0,0,1,0,0,0,0,0
51.2,35.3,43.8,51.2,30.8,40.2,34.1,70.3,0.0,0.0,0.0,0.0,22.8,3,0.0,289,0,0,0,1,0,0,0,0,0,0
51.2,35.3,43.8,51.2,30.8,40.2,34.1,70.3,0.0,0.0,0.0,0.0,22.8,3,0.0,289,0,0,0,1,0,0,0,0,0,0
57.8,31.6,45.2,57.8,26.1,42.8,33.2,66.0,0.088,8.33,0.0,0.0,35.0,3,0.0,292,0,0,0,0,1,0,0,0,0,0
56.8,41.5,48.8,56.8,34.1,44.9,43.4,83.1,0.122,41.67,0.0,0.0,94.2,3,0.0,293,0,0,0,0,1,0,0,0,0,0
56.8,41.5,48.8,56.8,34.1,44.9,43.4,83.1,0.122,41.67,0.0,0.0,94.2,3,0.0,293,0,0,0,0,1,0,0,0,0,0
45.5,31.2,38.5,45.5,29.0,37.9,32.0,78.5,0.0,0.0,0.0,0.0,30.6,2,0.0,298,0,0,0,1,0,0,0,0,0,0
49.4,37.1,42.3,44.8,32.2,37.8,36.3,79.8,0.328,29.17,0.0,0.0,70.7,1,0.0,299,0,0,0,0,1,0,0,0,0,0
46.5,40.9,43.4,45.6,36.0,40.8,42.8,97.6,0.809,95.83,0.0,0.0,99.8,1,0.0,300,0,0,0,0,1,0,0,0,0,0
49.1,40.7,44.7,44.1,33.9,39.5,41.8,89.9,0.335,66.67,0.0,0.0,99.3,2,0.0,301,0,0,0,0,1,0,0,0,0,0
56.0,38.3,47.1,56.0,34.0,45.2,39.7,77.5,0.0,0.0,0.0,0.0,51.3,3,0.0,303,0,0,0,1,0,0,0,0,0,0
56.0,38.3,47.1,56.0,34.0,45.2,39.7,77.5,0.0,0.0,0.0,0.0,51.3,3,0.0,303,0,0,0,1,0,0,0,0,0,0
67.7,48.3,57.3,67.7,45.7,56.7,49.9,77.2,0.193,45.83,0.0,0.0,80.9,2,0.0,304,0,0,0,0,1,0,0,0,0,0
63.2,52.0,57.7,63.2,52.0,57.7,54.9,91.2,0.082,54.17,0.0,0.0,93.2,1,0.0,305,0,0,0,0,1,0,0,0,0,0
63.2,52.0,57.7,63.2,52.0,57.7,54.9,91.2,0.082,54.17,0.0,0.0,93.2,1,0.0,305,0,0,0,0,1,0,0,0,0,0
64.3,43.5,52.0,64.3,39.1,50.2,44.8,76.8,0.091,20.83,0.0,0.0,94.8,1,0.0,306,0,0,0,0,1,0,0,0,0,0
64.3,43.5,52.0,64.3,39.1,50.2,44.8,76.8,0.091,20.83,0.0,0.0,94.8,1,0.0,306,0,0,0,0,1,0,0,0,0,0
64.3,43.5,52.0,64.3,39.1,50.2,44.8,76.8,0.091,20.83,0.0,0.0,94.8,1,0.0,306,0,0,0,0,1,0,0,0,0,0
46.5,37.8,42.2,42.1,32.9,37.9,36.0,80.0,0.131,33.33,0.0,0.0,76.8,2,0.0,307,0,0,0,0,1,0,0,0,0,0
46.5,37.8,42.2,42.1,32.9,37.9,36.0,80.0,0.131,33.33,0.0,0.0,76.8,2,0.0,307,0,0,0,0,1,0,0,0,0,0
46.5,37.8,42.2,42.1,32.9,37.9,36.0,80.0,0.131,33.33,0.0,0.0,76.8,2,0.0,307,0,0,0,0,1,0,0,0,0,0
46.5,37.8,42.2,42.1,32.9,37.9,36.0,80.0,0.131,33.33,0.0,0.0,76.8,2,0.0,307,0,0,0,0,1,0,0,0,0,0
55.6,32.6,43.8,55.6,28.8,41.5,34.0,71.2,0.0,0.0,0.0,0.0,19.0,2,0.0,308,0,0,0,1,0,0,0,0,0,0
61.7,47.4,53.6,61.7,43.8,52.3,47.1,79.7,0.097,12.5,0.0,0.0,73.4,2,0.0,309,0,0,0,0,1,0,0,0,0,0
44.7,31.2,37.9,44.7,26.3,35.4,29.9,73.4,0.0,0.0,0.0,0.0,24.8,2,0.0,312,0,0,0,1,0,0,0,0,0,0
44.1,35.2,39.0,39.7,29.1,32.9,36.2,90.0,0.821,62.5,0.0,0.1,91.7,0,0.0,313,0,0,0,0,1,0,0,0,0,0
44.1,35.2,39.0,39.7,29.1,32.9,36.2,90.0,0.821,62.5,0.0,0.1,91.7,0,0.0,313,0,0,0,0,1,0,0,0,0,0
44.1,35.2,39.0,39.7,29.1,32.9,36.2,90.0,0.821,62.5,0.0,0.1,91.7,0,0.0,313,0,0,0,0,1,0,0,0,0,0
44.1,35.2,39.0,39.7,29.1,32.9,36.2,90.0,0.821,62.5,0.0,0.1,91.7,0,0.0,313,0,0,0,0,1,0,0,0,0,0
35.7,26.9,29.5,27.8,12.6,19.1,18.8,64.7,0.007,8.33,0.0,0.0,80.4,2,0.0,314,0,0,0,0,0,0,0,1,0,0
35.7,26.9,29.5,27.8,12.6,19.1,18.8,64.7,0.007,8.33,0.0,0.0,80.4,2,0.0,314,0,0,0,0,0,0,0,1,0,0
35.7,26.9,29.5,27.8,12.6,19.1,18.8,64.7,0.007,8.33,0.0,0.0,80.4,2,0.0,314,0,0,0,0,0,0,0,1,0,0
43.5,27.0,34.5,43.5,24.5,33.6,26.1,73.2,0.024,16.67,0.0,0.0,65.6,1,0.0,316,0,0,0,0,1,0,0,0,0,0
43.5,27.0,34.5,43.5,24.5,33.6,26.1,73.2,0.024,16.67,0.0,0.0,65.6,1,0.0,316,0,0,0,0,1,0,0,0,0,0
43.5,27.0,34.5,43.5,24.5,33.6,26.1,73.2,0.024,16.67,0.0,0.0,65.6,1,0.0,316,0,0,0,0,1,0,0,0,0,0
31.4,26.2,29.0,30.6,18.0,23.8,18.4,64.4,0.0,0.0,0.0,0.0,51.5,4,0.0,318,0,0,0,1,0,0,0,0,0,0
31.4,26.2,29.0,30.6,18.0,23.8,18.4,64.4,0.0,0.0,0.0,0.0,51.5,4,0.0,318,0,0,0,1,0,0,0,0,0,0
32.9,30.2,31.7,27.9,19.1,23.0,30.1,93.8,0.072,29.17,1.5,0.0,98.3,2,0.0,320,0,0,0,0,0,0,0,1,0,0
32.9,30.2,31.7,27.9,19.1,23.0,30.1,93.8,0.072,29.17,1.5,0.0,98.3,2,0.0,320,0,0,0,0,0,0,0,1,0,0
38.8,32.9,35.8,37.9,26.0,31.1,31.9,85.9,0.0,0.0,0.0,0.8,99.9,1,0.0,321,0,0,0,1,0,0,0,0,0,0
49.8,34.7,40.0,48.6,30.1,36.8,34.8,82.3,0.025,12.5,0.0,0.7,88.0,2,0.0,322,0,0,0,0,1,0,0,0,0,0
49.8,34.7,40.0,48.6,30.1,36.8,34.8,82.3,0.025,12.5,0.0,0.7,88.0,2,0.0,322,0,0,0,0,1,0,0,0,0,0
49.8,34.7,40.0,48.6,30.1,36.8,34.8,82.3,0.025,12.5,0.0,0.7,88.0,2,0.0,322,0,0,0,0,1,0,0,0,0,0
39.2,36.6,37.7,39.2,32.9,36.1,37.4,98.7,0.532,91.67,0.0,0.4,99.5,0,0.0,323,0,0,0,0,1,0,0,0,0,0
33.1,27.7,31.6,25.6,18.3,22.3,25.1,76.8,0.0,0.0,0.0,0.2,100.0,1,0.0,325,0,0,0,1,0,0,0,0,0,0
33.1,27.7,31.6,25.6,18.3,22.3,25.1,76.8,0.0,0.0,0.0,0.2,100.0,1,0.0,325,0,0,0,1,0,0,0,0,0,0
33.1,27.7,31.6,25.6,18.3,22.3,25.1,76.8,0.0,0.0,0.0,0.2,100.0,1,0.0,325,0,0,0,1,0,0,0,0,0,0
33.1,27.7,31.6,25.6,18.3,22.3,25.1,76.8,0.0,0.0,0.0,0.2,100.0,1,0.0,325,0,0,0,1,0,0,0,0,0,0
33.1,27.7,31.6,25.6,18.3,22.3,25.1,76.8,0.0,0.0,0.0,0.2,100.0,1,0.0,325,0,0,0,1,0,0,0,0,0,0
26.6,20.7,23.5,24.2,12.7,16.5,12.5,62.6,0.0,0.0,0.0,0.2,95.7,1,0.0,326,0,0,0,1,0,0,0,0,0,0
26.6,20.7,23.5,24.2,12.7,16.5,12.5,62.6,0.0,0.0,0.0,0.2,95.7,1,0.0,326,0,0,0,1,0,0,0,0,0,0
45.1,24.2,33.0,40.5,15.7,26.5,17.7,53.2,0.0,0.0,0.0,0.0,45.1,3,0.0,327,0,0,0,1,0,0,0,0,0,0
45.1,24.2,33.0,40.5,15.7,26.5,17.7,53.2,0.0,0.0,0.0,0.0,45.1,3,0.0,327,0,0,0,1,0,0,0,0,0,0
46.6,32.7,40.5,43.2,26.3,35.4,36.7,87.2,0.52,54.17,0.0,0.0,84.3,1,0.0,328,0,0,0,0,0,0,0,1,0,0
52.4,44.6,47.4,52.4,40.3,44.5,41.6,80.9,0.0,0.0,0.0,0.0,60.2,2,0.0,329,0,0,0,1,0,0,0,0,0,0
52.4,44.6,47.4,52.4,40.3,44.5,41.6,80.9,0.0,0.0,0.0,0.0,60.2,2,0.0,329,0,0,0,1,0,0,0,0,0,0
52.4,44.6,47.4,52.4,40.3,44.5,41.6,80.9,0.0,0.0,0.0,0.0,60.2,2,0.0,329,0,0,0,1,0,0,0,0,0,0
52.4,44.6,47.4,52.4,40.3,44.5,41.6,80.9,0.0,0.0,0.0,0.0,60.2,2,0.0,329,0,0,0,1,0,0,0,0,0,0
52.4,44.6,47.4,52.4,40.3,44.5,41.6,80.9,0.0,0.0,0.0,0.0,60.2,2,0.0,329,0,0,0,1,0,0,0,0,0,0
50.7,30.8,41.5,50.7,20.9,35.2,36.5,83.1,0.201,58.33,0.0,0.0,93.3,1,0.0,330,0,0,0,0,0,0,0,1,0,0
50.7,30.8,41.5,50.7,20.9,35.2,36.5,83.1,0.201,58.33,0.0,0.0,93.3,1,0.0,330,0,0,0,0,0,0,0,1,0,0
50.7,30.8,41.5,50.7,20.9,35.2,36.5,83.1,0.201,58.33,0.0,0.0,93.3,1,0.0,330,0,0,0,0,0,0,0,1,0,0
50.7,30.8,41.5,50.7,20.9,35.2,36.5,83.1,0.201,58.33,0.0,0.0,93.3,1,0.0,330,0,0,0,0,0,0,0,1,0,0
50.7,30.8,41.5,50.7,20.9,35.2,36.5,83.1,0.201,58.33,0.0,0.0,93.3,1,0.0,330,0,0,0,0,0,0,0,1,0,0
30.6,25.8,27.5,20.0,13.8,17.0,23.6,85.4,0.025,33.33,0.3,0.0,100.0,2,0.0,331,0,0,0,0,0,0,0,1,0,0
30.6,25.8,27.5,20.0,13.8,17.0,23.6,85.4,0.025,33.33,0.3,0.0,100.0,2,0.0,331,0,0,0,0,0,0,0,1,0,0
30.6,25.8,27.5,20.0,13.8,17.0,23.6,85.4,0.025,33.33,0.3,0.0,100.0,2,0.0,331,0,0,0,0,0,0,0,1,0,0
30.6,25.8,27.5,20.0,13.8,17.0,23.6,85.4,0.025,33.33,0.3,0.0,100.0,2,0.0,331,0,0,0,0,0,0,0,1,0,0
26.1,23.0,24.5,15.7,9.9,12.6,18.3,77.2,0.001,4.17,0.1,0.1,100.0,3,0.0,332,0,0,0,0,0,0,0,0,0,1
30.5,21.8,26.5,30.5,11.2,19.7,19.6,75.2,0.012,12.5,0.0,0.0,97.0,5,0.0,333,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
42.1,29.9,36.1,40.4,25.5,33.8,32.7,87.6,0.008,4.17,0.0,0.2,99.1,1,0.0,334,0,0,0,0,0,0,0,1,0,0
45.4,35.7,39.8,39.5,29.1,35.2,38.5,95.0,0.426,50.0,0.0,0.0,99.5,1,0.0,335,0,0,0,0,1,0,0,0,0,0
62.7,45.4,53.6,62.7,38.8,51.9,43.8,72.6,0.162,33.33,0.0,0.0,60.2,3,0.0,336,0,0,0,0,1,0,0,0,0,0
50.4,33.1,40.0,50.4,25.0,33.0,33.3,77.6,0.069,33.33,0.0,0.0,90.6,1,0.0,337,0,0,0,0,0,0,0,1,0,0
33.1,29.9,31.5,30.8,22.5,25.4,25.3,77.7,0.02,16.67,0.0,0.0,99.3,2,0.0,338,0,0,0,0,0,0,0,1,0,0
33.1,29.9,31.5,30.8,22.5,25.4,25.3,77.7,0.02,16.67,0.0,0.0,99.3,2,0.0,338,0,0,0,0,0,0,0,1,0,0
35.8,26.3,30.6,25.9,14.2,20.7,23.6,75.5,0.027,29.17,0.0,0.1,94.2,2,0.0,340,0,0,0,0,0,0,0,1,0,0
35.8,26.3,30.6,25.9,14.2,20.7,23.6,75.5,0.027,29.17,0.0,0.1,94.2,2,0.0,340,0,0,0,0,0,0,0,1,0,0
35.8,26.3,30.6,25.9,14.2,20.7,23.6,75.5,0.027,29.17,0.0,0.1,94.2,2,0.0,340,0,0,0,0,0,0,0,1,0,0
30.7,21.1,26.3,28.6,13.7,19.9,18.0,71.1,0.0,0.0,0.0,0.0,49.7,1,0.0,341,0,0,0,1,0,0,0,0,0,0
30.7,21.1,26.3,28.6,13.7,19.9,18.0,71.1,0.0,0.0,0.0,0.0,49.7,1,0.0,341,0,0,0,1,0,0,0,0,0,0
31.0,19.5,24.2,31.0,10.9,19.4,15.6,69.8,0.0,0.0,0.0,0.0,23.1,2,0.0,343,0,0,0,1,0,0,0,0,0,0
31.0,19.5,24.2,31.0,10.9,19.4,15.6,69.8,0.0,0.0,0.0,0.0,23.1,2,0.0,343,0,0,0,1,0,0,0,0,0,0
33.8,21.3,27.0,24.6,11.2,18.0,19.2,72.9,0.0,0.0,0.0,0.1,60.2,4,0.0,345,0,0,0,1,0,0,0,0,0,0
33.8,21.3,27.0,24.6,11.2,18.0,19.2,72.9,0.0,0.0,0.0,0.1,60.2,4,0.0,345,0,0,0,1,0,0,0,0,0,0
33.8,21.3,27.0,24.6,11.2,18.0,19.2,72.9,0.0,0.0,0.0,0.1,60.2,4,0.0,345,0,0,0,1,0,0,0,0,0,0
33.8,21.3,27.0,24.6,11.2,18.0,19.2,72.9,0.0,0.0,0.0,0.1,60.2,4,0.0,345,0,0,0,1,0,0,0,0,0,0
33.8,21.3,27.0,24.6,11.2,18.0,19.2,72.9,0.0,0.0,0.0,0.1,60.2,4,0.0,345,0,0,0,1,0,0,0,0,0,0
33.8,21.3,27.0,24.6,11.2,18.0,19.2,72.9,0.0,0.0,0.0,0.1,60.2,4,0.0,345,0,0,0,1,0,0,0,0,0,0
33.8,21.3,27.0,24.6,11.2,18.0,19.2,72.9,0.0,0.0,0.0,0.1,60.2,4,0.0,345,0,0,0,1,0,0,0,0,0,0
46.8,35.2,40.5,44.6,30.1,36.9,32.4,73.3,0.0,0.0,0.0,0.0,47.2,3,0.0,347,0,0,0,1,0,0,0,0,0,0
46.8,35.2,40.5,44.6,30.1,36.9,32.4,73.3,0.0,0.0,0.0,0.0,47.2,3,0.0,347,0,0,0,1,0,0,0,0,0,0
50.9,35.2,42.8,50.9,30.6,40.0,36.4,79.1,0.069,20.83,0.0,0.0,65.9,2,0.0,348,0,0,0,0,1,0,0,0,0,0
50.9,35.2,42.8,50.9,30.6,40.0,36.4,79.1,0.069,20.83,0.0,0.0,65.9,2,0.0,348,0,0,0,0,1,0,0,0,0,0
50.9,35.2,42.8,50.9,30.6,40.0,36.4,79.1,0.069,20.83,0.0,0.0,65.9,2,0.0,348,0,0,0,0,1,0,0,0,0,0
47.6,42.7,45.7,45.1,37.7,41.8,44.9,97.2,0.756,95.83,0.0,0.0,99.3,1,0.0,349,0,0,0,0,1,0,0,0,0,0
40.4,33.2,36.5,33.6,25.7,28.9,29.5,76.4,0.0,0.0,0.0,0.0,88.4,3,0.0,351,0,0,0,1,0,0,0,0,0,0
37.1,28.4,32.5,33.6,22.4,27.4,21.7,64.4,0.0,0.0,0.0,0.0,57.1,4,0.0,352,0,0,0,1,0,0,0,0,0,0
37.1,28.4,32.5,33.6,22.4,27.4,21.7,64.4,0.0,0.0,0.0,0.0,57.1,4,0.0,352,0,0,0,1,0,0,0,0,0,0
45.7,23.3,33.3,42.2,18.5,30.4,23.7,70.1,0.0,0.0,0.0,0.0,13.7,4,0.0,353,0,0,0,1,0,0,0,0,0,0
45.7,23.3,33.3,42.2,18.5,30.4,23.7,70.1,0.0,0.0,0.0,0.0,13.7,4,0.0,353,0,0,0,1,0,0,0,0,0,0
45.7,23.3,33.3,42.2,18.5,30.4,23.7,70.1,0.0,0.0,0.0,0.0,13.7,4,0.0,353,0,0,0,1,0,0,0,0,0,0
45.7,23.3,33.3,42.2,18.5,30.4,23.7,70.1,0.0,0.0,0.0,0.0,13.7,4,0.0,353,0,0,0,1,0,0,0,0,0,0
50.2,29.5,40.3,50.2,27.8,37.5,33.4,77.0,0.932,33.33,0.0,0.0,51.5,2,0.0,354,0,0,0,0,1,0,0,0,0,0
50.2,29.5,40.3,50.2,27.8,37.5,33.4,77.0,0.932,33.33,0.0,0.0,51.5,2,0.0,354,0,0,0,0,1,0,0,0,0,0
42.7,29.7,36.0,39.0,23.1,30.7,30.1,79.1,0.007,4.17,0.0,0.0,79.0,3,0.0,357,0,0,0,0,1,0,0,0,0,0
42.7,29.7,36.0,39.0,23.1,30.7,30.1,79.1,0.007,4.17,0.0,0.0,79.0,3,0.0,357,0,0,0,0,1,0,0,0,0,0
33.3,21.7,27.7,33.2,21.2,26.9,20.7,75.5,0.0,0.0,0.0,0.0,72.2,3,0.0,359,0,0,0,1,0,0,0,0,0,0
33.3,21.7,27.7,33.2,21.2,26.9,20.7,75.5,0.0,0.0,0.0,0.0,72.2,3,0.0,359,0,0,0,1,0,0,0,0,0,0
45.7,27.2,35.6,42.8,23.3,33.5,26.8,71.1,0.0,0.0,0.0,0.0,49.2,4,0.0,360,0,0,0,1,0,0,0,0,0,0
49.4,30.0,40.0,45.1,25.4,35.5,29.4,67.4,0.098,4.17,0.0,0.0,44.6,3,0.0,361,0,0,0,0,1,0,0,0,0,0
59.3,44.0,51.9,59.3,37.7,50.4,49.1,90.5,0.344,25.0,0.0,0.0,93.8,1,0.0,362,0,0,0,0,1,0,0,0,0,0
47.1,30.8,34.4,40.3,22.7,26.9,29.0,80.7,0.0,0.0,0.0,0.0,90.8,1,0.0,363,0,0,0,1,0,0,0,0,0,0
47.1,30.8,34.4,40.3,22.7,26.9,29.0,80.7,0.0,0.0,0.0,0.0,90.8,1,0.0,363,0,0,0,1,0,0,0,0,0,0
40.4,30.8,34.2,35.5,22.9,28.3,27.0,75.2,0.0,0.0,0.0,0.0,66.6,4,0.0,364,0,0,0,1,0,0,0,0,0,0
60.4,31.4,41.3,60.4,26.5,38.6,38.6,89.9,0.756,54.17,0.0,0.0,67.7,1,0.0,365,0,0,0,0,1,0,0,0,0,0
60.4,31.4,41.3,60.4,26.5,38.6,38.6,89.9,0.756,54.17,0.0,0.0,67.7,1,0.0,365,0,0,0,0,1,0,0,0,0,0
60.4,31.4,41.3,60.4,26.5,38.6,38.6,89.9,0.756,54.17,0.0,0.0,67.7,1,0.0,365,0,0,0,0,1,0,0,0,0,0
60.9,35.6,44.2,60.9,32.6,40.6,37.8,78.5,0.13,8.33,0.0,0.0,90.1,1,0.0,1,0,0,0,0,1,0,0,0,0,0
60.9,35.6,44.2,60.9,32.6,40.6,37.8,78.5,0.13,8.33,0.0,0.0,90.1,1,0.0,1,0,0,0,0,1,0,0,0,0,0
60.9,35.6,44.2,60.9,32.6,40.6,37.8,78.5,0.13,8.33,0.0,0.0,90.1,1,0.0,1,0,0,0,0,1,0,0,0,0,0
39.8,35.6,37.6,38.3,32.9,34.9,35.5,92.0,0.008,4.17,0.0,0.0,95.2,1,0.0,2,0,0,0,0,1,0,0,0,0,0
39.8,35.6,37.6,38.3,32.9,34.9,35.5,92.0,0.008,4.17,0.0,0.0,95.2,1,0.0,2,0,0,0,0,1,0,0,0,0,0
39.8,35.6,37.6,38.3,32.9,34.9,35.5,92.0,0.008,4.17,0.0,0.0,95.2,1,0.0,2,0,0,0,0,1,0,0,0,0,0
40.6,30.8,34.1,32.6,23.2,27.1,28.2,78.8,0.003,12.5,0.0,0.0,70.5,1,0.0,3,0,0,0,0,0,0,0,1,0,0
41.0,28.1,34.3,41.0,21.1,30.7,30.6,87.0,0.038,8.33,0.0,0.0,30.1,2,0.0,4,0,0,0,0,1,0,0,0,0,0
41.0,28.1,34.3,41.0,21.1,30.7,30.6,87.0,0.038,8.33,0.0,0.0,30.1,2,0.0,4,0,0,0,0,1,0,0,0,0,0
41.0,28.1,34.3,41.0,21.1,30.7,30.6,87.0,0.038,8.33,0.0,0.0,30.1,2,0.0,4,0,0,0,0,1,0,0,0,0,0
41.0,28.1,34.3,41.0,21.1,30.7,30.6,87.0,0.038,8.33,0.0,0.0,30.1,2,0.0,4,0,0,0,0,1,0,0,0,0,0
47.9,35.3,40.9,43.4,28.4,35.2,34.8,80.1,0.22,29.17,0.0,0.0,40.8,4,0.0,5,0,0,0,0,1,0,0,0,0,0
42.5,29.8,37.9,37.2,25.3,32.1,29.0,70.6,0.0,0.0,0.0,0.0,45.4,3,0.0,6,0,0,0,1,0,0,0,0,0,0
42.5,29.8,37.9,37.2,25.3,32.1,29.0,70.6,0.0,0.0,0.0,0.0,45.4,3,0.0,6,0,0,0,1,0,0,0,0,0,0
45.8,28.6,36.5,41.9,22.7,30.5,25.1,63.7,0.0,0.0,0.0,0.0,51.3,1,0.0,7,0,0,0,1,0,0,0,0,0,0
57.8,39.8,50.0,57.8,32.1,47.1,39.8,68.4,0.168,37.5,0.0,0.0,75.2,3,0.0,8,0,0,0,0,1,0,0,0,0,0
57.8,39.8,50.0,57.8,32.1,47.1,39.8,68.4,0.168,37.5,0.0,0.0,75.2,3,0.0,8,0,0,0,0,1,0,0,0,0,0
57.8,39.8,50.0,57.8,32.1,47.1,39.8,68.4,0.168,37.5,0.0,0.0,75.2,3,0.0,8,0,0,0,0,1,0,0,0,0,0
57.8,39.8,50.0,57.8,32.1,47.1,39.8,68.4,0.168,37.5,0.0,0.0,75.2,3,0.0,8,0,0,0,0,1,0,0,0,0,0
38.9,21.8,30.1,32.0,9.1,19.9,22.8,74.6,0.025,16.67,0.5,0.2,82.6,1,0.0,9,0,0,0,0,0,0,0,1,0,0
23.9,20.1,21.6,13.3,7.3,9.8,15.0,75.5,0.002,4.17,0.3,0.5,85.5,1,0.0,10,0,0,0,0,0,0,0,0,0,1
28.2,19.8,22.9,26.6,9.3,15.9,13.9,68.8,0.0,0.0,0.0,0.1,62.1,3,0.0,11,0,0,0,1,0,0,0,0,0,0
29.6,20.9,24.9,25.2,14.9,20.1,19.0,79.0,0.037,37.5,0.3,0.2,78.4,1,0.0,12,0,0,0,0,0,0,0,1,0,0
