tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,cloudcover,uvindex,severerisk,num_date,preciptype_freezingrain,"preciptype_freezingrain,snow","preciptype_freezingrain,snow,ice",preciptype_none,preciptype_rain,"preciptype_rain,freezingrain","preciptype_rain,freezingrain,snow","preciptype_rain,snow","preciptype_rain,snow,ice",preciptype_snow
26.2,-4.2,10.1,18.1,-16.6,0.6,-3.8,57.2,0.0,0.0,0.0,0.1,43.9,2,0.0,7,0,0,0,1,0,0,0,0,0,0
35.8,28.0,32.5,34.7,24.1,26.8,26.6,78.9,0.0,0.0,0.0,0.1,66.3,2,0.0,9,0,0,0,1,0,0,0,0,0,0
15.3,2.5,9.2,14.6,-6.0,3.5,0.5,68.0,0.0,0.0,0.0,2.4,20.4,2,0.0,14,0,0,0,1,0,0,0,0,0,0
15.3,2.5,9.2,14.6,-6.0,3.5,0.5,68.0,0.0,0.0,0.0,2.4,20.4,2,0.0,14,0,0,0,1,0,0,0,0,0,0
15.3,2.5,9.2,14.6,-6.0,3.5,0.5,68.0,0.0,0.0,0.0,2.4,20.4,2,0.0,14,0,0,0,1,0,0,0,0,0,0
55.1,35.8,43.6,55.1,25.6,37.1,34.5,70.8,0.154,29.17,0.0,0.0,87.8,1,0.0,23,0,0,0,0,1,0,0,0,0,0
47.2,35.0,41.2,44.7,31.4,38.9,30.6,69.3,0.052,8.33,0.0,0.0,41.3,2,0.0,28,0,0,0,0,1,0,0,0,0,0
42.9,28.1,34.7,41.1,18.5,31.9,25.3,69.6,0.035,16.67,0.1,0.0,56.5,1,0.0,29,0,0,0,0,0,0,0,1,0,0
44.2,27.1,40.2,37.6,16.0,33.2,27.5,62.9,0.09,25.0,0.0,0.0,95.7,1,0.0,32,0,0,0,0,0,0,0,1,0,0
55.8,33.0,42.1,55.8,26.2,39.1,40.7,94.6,0.514,75.0,0.0,0.0,100.0,1,0.0,42,0,0,0,0,0,0,0,1,0,0
55.8,33.0,42.1,55.8,26.2,39.1,40.7,94.6,0.514,75.0,0.0,0.0,100.0,1,0.0,42,0,0,0,0,0,0,0,1,0,0
62.0,52.5,57.6,62.0,52.5,57.6,53.4,86.4,1.163,50.0,0.0,0.0,97.4,1,0.0,46,0,0,0,0,1,0,0,0,0,0
70.6,42.3,57.6,70.6,37.3,56.0,46.9,68.7,0.034,20.83,0.0,0.0,80.8,3,0.0,52,0,0,0,0,1,0,0,0,0,0
41.5,37.5,39.3,39.8,30.1,33.8,36.2,88.7,1.255,62.5,0.0,0.0,100.0,1,0.0,53,0,0,0,0,1,0,0,0,0,0
57.8,45.2,48.4,57.8,39.9,45.4,45.2,88.7,0.31,54.17,0.0,0.0,93.0,1,0.0,55,0,0,0,0,1,0,0,0,0,0
51.3,35.8,42.9,51.3,31.5,39.3,22.5,47.5,0.0,0.0,0.0,0.0,14.7,4,0.0,57,0,0,0,1,0,0,0,0,0,0
51.3,35.8,42.9,51.3,31.5,39.3,22.5,47.5,0.0,0.0,0.0,0.0,14.7,4,0.0,57,0,0,0,1,0,0,0,0,0,0
54.5,29.9,43.6,54.5,23.6,41.5,18.3,39.7,0.0,0.0,0.0,0.0,9.6,4,0.0,58,0,0,0,1,0,0,0,0,0,0
64.0,40.4,51.7,64.0,34.9,49.9,31.3,46.3,0.002,8.33,0.0,0.0,47.4,4,0.0,59,0,0,0,0,1,0,0,0,0,0
64.0,40.4,51.7,64.0,34.9,49.9,31.3,46.3,0.002,8.33,0.0,0.0,47.4,4,0.0,59,0,0,0,0,1,0,0,0,0,0
64.0,40.4,51.7,64.0,34.9,49.9,31.3,46.3,0.002,8.33,0.0,0.0,47.4,4,0.0,59,0,0,0,0,1,0,0,0,0,0
53.8,34.0,47.3,53.8,22.7,44.2,42.4,83.2,0.483,50.0,0.0,0.0,86.5,1,0.0,60,0,0,0,0,0,0,0,1,0,0
53.8,34.0,47.3,53.8,22.7,44.2,42.4,83.2,0.483,50.0,0.0,0.0,86.5,1,0.0,60,0,0,0,0,0,0,0,1,0,0
53.8,34.0,47.3,53.8,22.7,44.2,42.4,83.2,0.483,50.0,0.0,0.0,86.5,1,0.0,60,0,0,0,0,0,0,0,1,0,0
37.5,29.1,33.1,27.5,18.1,21.3,21.6,63.6,0.01,8.33,0.2,0.2,71.1,3,0.0,61,0,0,0,0,0,0,0,1,0,0
37.5,29.1,33.1,27.5,18.1,21.3,21.6,63.6,0.01,8.33,0.2,0.2,71.1,3,0.0,61,0,0,0,0,0,0,0,1,0,0
37.5,29.1,33.1,27.5,18.1,21.3,21.6,63.6,0.01,8.33,0.2,0.2,71.1,3,0.0,61,0,0,0,0,0,0,0,1,0,0
41.0,24.9,31.2,32.7,13.7,22.1,17.5,58.4,0.0,0.0,0.0,0.0,4.7,4,0.0,62,0,0,0,1,0,0,0,0,0,0
41.0,24.9,31.2,32.7,13.7,22.1,17.5,58.4,0.0,0.0,0.0,0.0,4.7,4,0.0,62,0,0,0,1,0,0,0,0,0,0
41.0,24.9,31.2,32.7,13.7,22.1,17.5,58.4,0.0,0.0,0.0,0.0,4.7,4,0.0,62,0,0,0,1,0,0,0,0,0,0
42.2,23.9,31.2,36.2,14.8,23.7,14.4,54.4,0.0,0.0,0.0,0.0,1.7,4,0.0,63,0,0,0,1,0,0,0,0,0,0
41.2,20.3,30.7,37.5,13.5,26.2,12.7,48.7,0.0,0.0,0.0,0.0,9.5,4,0.0,64,0,0,0,1,0,0,0,0,0,0
41.2,20.3,30.7,37.5,13.5,26.2,12.7,48.7,0.0,0.0,0.0,0.0,9.5,4,0.0,64,0,0,0,1,0,0,0,0,0,0
41.2,20.3,30.7,37.5,13.5,26.2,12.7,48.7,0.0,0.0,0.0,0.0,9.5,4,0.0,64,0,0,0,1,0,0,0,0,0,0
41.2,20.3,30.7,37.5,13.5,26.2,12.7,48.7,0.0,0.0,0.0,0.0,9.5,4,0.0,64,0,0,0,1,0,0,0,0,0,0
41.2,20.3,30.7,37.5,13.5,26.2,12.7,48.7,0.0,0.0,0.0,0.0,9.5,4,0.0,64,0,0,0,1,0,0,0,0,0,0
44.4,28.6,36.4,39.2,21.9,31.3,24.3,61.8,0.068,16.67,0.0,0.0,81.6,2,0.0,65,0,0,0,0,0,0,0,1,0,0
44.4,28.6,36.4,39.2,21.9,31.3,24.3,61.8,0.068,16.67,0.0,0.0,81.6,2,0.0,65,0,0,0,0,0,0,0,1,0,0
44.4,28.6,36.4,39.2,21.9,31.3,24.3,61.8,0.068,16.67,0.0,0.0,81.6,2,0.0,65,0,0,0,0,0,0,0,1,0,0
44.4,28.6,36.4,39.2,21.9,31.3,24.3,61.8,0.068,16.67,0.0,0.0,81.6,2,0.0,65,0,0,0,0,0,0,0,1,0,0
39.6,29.0,34.1,33.9,18.9,27.6,27.9,78.8,0.13,37.5,1.1,0.6,95.5,2,0.0,66,0,0,0,0,0,0,0,1,0,0
39.6,29.0,34.1,33.9,18.9,27.6,27.9,78.8,0.13,37.5,1.1,0.6,95.5,2,0.0,66,0,0,0,0,0,0,0,1,0,0
39.6,29.0,34.1,33.9,18.9,27.6,27.9,78.8,0.13,37.5,1.1,0.6,95.5,2,0.0,66,0,0,0,0,0,0,0,1,0,0
31.1,23.0,27.0,20.3,13.5,17.2,14.8,61.1,0.003,4.17,0.0,0.3,78.6,2,0.0,67,0,0,0,0,0,0,0,0,0,1
40.0,19.8,28.8,34.1,12.1,22.6,16.5,61.4,0.0,0.0,0.0,0.1,24.4,3,0.0,69,0,0,0,1,0,0,0,0,0,0
40.0,19.8,28.8,34.1,12.1,22.6,16.5,61.4,0.0,0.0,0.0,0.1,24.4,3,0.0,69,0,0,0,1,0,0,0,0,0,0
40.0,19.8,28.8,34.1,12.1,22.6,16.5,61.4,0.0,0.0,0.0,0.1,24.4,3,0.0,69,0,0,0,1,0,0,0,0,0,0
40.0,19.8,28.8,34.1,12.1,22.6,16.5,61.4,0.0,0.0,0.0,0.1,24.4,3,0.0,69,0,0,0,1,0,0,0,0,0,0
40.5,20.8,30.5,37.5,18.4,26.0,15.6,55.4,0.0,0.0,0.0,0.0,9.9,4,0.0,70,0,0,0,1,0,0,0,0,0,0
29.1,21.8,25.9,18.9,10.4,14.9,16.2,66.9,0.0,0.0,0.0,0.0,83.3,1,0.0,73,0,0,0,1,0,0,0,0,0,0
41.1,27.2,32.9,33.3,16.8,24.0,17.3,52.8,0.0,0.0,0.0,0.0,88.0,2,0.0,74,0,0,0,1,0,0,0,0,0,0
41.1,27.2,32.9,33.3,16.8,24.0,17.3,52.8,0.0,0.0,0.0,0.0,88.0,2,0.0,74,0,0,0,1,0,0,0,0,0,0
41.1,27.2,32.9,33.3,16.8,24.0,17.3,52.8,0.0,0.0,0.0,0.0,88.0,2,0.0,74,0,0,0,1,0,0,0,0,0,0
41.1,27.2,32.9,33.3,16.8,24.0,17.3,52.8,0.0,0.0,0.0,0.0,88.0,2,0.0,74,0,0,0,1,0,0,0,0,0,0
35.4,21.8,28.5,26.6,10.0,19.6,13.4,53.7,0.0,0.0,0.0,0.1,63.7,3,0.0,75,0,0,0,1,0,0,0,0,0,0
40.8,29.3,33.6,36.1,20.2,25.8,22.8,67.5,0.154,45.83,0.2,0.0,93.9,1,0.0,79,0,0,0,0,0,0,0,1,0,0
31.4,27.3,28.9,22.6,17.6,20.6,26.3,90.1,0.381,79.17,0.3,0.2,93.0,2,0.0,80,0,0,0,0,0,0,0,1,0,0
31.4,27.3,28.9,22.6,17.6,20.6,26.3,90.1,0.381,79.17,0.3,0.2,93.0,2,0.0,80,0,0,0,0,0,0,0,1,0,0
31.4,27.3,28.9,22.6,17.6,20.6,26.3,90.1,0.381,79.17,0.3,0.2,93.0,2,0.0,80,0,0,0,0,0,0,0,1,0,0
38.0,22.0,29.6,31.1,13.3,21.4,19.7,68.5,0.0,0.0,0.1,0.2,18.6,4,0.0,81,0,0,0,0,0,0,0,0,0,1
41.1,23.2,32.0,37.2,18.6,26.9,19.3,61.4,0.0,0.0,0.0,0.0,15.9,4,0.0,83,0,0,0,1,0,0,0,0,0,0
39.3,22.0,30.5,31.3,11.8,21.6,11.0,44.5,0.0,0.0,0.0,0.6,7.6,4,0.0,84,0,0,0,1,0,0,0,0,0,0
48.4,35.3,41.4,45.7,26.6,35.6,36.0,83.4,0.622,66.67,0.0,0.2,82.3,1,0.0,86,0,0,0,0,0,0,0,1,0,0
54.4,48.8,52.2,54.4,46.4,52.1,52.0,99.2,0.394,91.67,0.0,0.1,99.7,1,0.0,87,0,0,0,0,1,0,0,0,0,0
63.4,52.5,57.2,63.4,52.5,57.2,56.0,96.0,0.433,58.33,0.0,0.0,99.4,2,0.0,88,0,0,0,0,1,0,0,0,0,0
52.9,33.3,38.6,52.9,26.4,32.2,36.2,91.1,0.267,54.17,0.0,0.0,89.5,1,0.0,89,0,0,0,0,1,0,0,0,0,0
52.9,33.3,38.6,52.9,26.4,32.2,36.2,91.1,0.267,54.17,0.0,0.0,89.5,1,0.0,89,0,0,0,0,1,0,0,0,0,0
52.9,33.3,38.6,52.9,26.4,32.2,36.2,91.1,0.267,54.17,0.0,0.0,89.5,1,0.0,89,0,0,0,0,1,0,0,0,0,0
52.9,33.3,38.6,52.9,26.4,32.2,36.2,91.1,0.267,54.17,0.0,0.0,89.5,1,0.0,89,0,0,0,0,1,0,0,0,0,0
55.0,26.9,41.3,55.0,21.2,38.7,30.3,69.4,0.0,0.0,0.0,0.0,42.5,4,0.0,90,0,0,0,1,0,0,0,0,0,0
50.2,33.3,43.3,50.2,24.5,38.5,30.0,62.2,0.023,12.5,0.0,0.0,76.7,4,0.0,91,0,0,0,0,1,0,0,0,0,0
39.8,31.4,35.3,39.8,25.5,32.9,30.6,83.9,0.194,33.33,0.6,0.0,88.8,2,0.0,92,0,0,0,0,0,0,0,1,0,0
56.7,35.3,46.3,56.7,32.2,44.6,44.1,92.3,0.898,62.5,0.0,0.4,87.1,2,0.0,93,0,0,0,0,1,0,0,0,0,0
56.7,35.3,46.3,56.7,32.2,44.6,44.1,92.3,0.898,62.5,0.0,0.4,87.1,2,0.0,93,0,0,0,0,1,0,0,0,0,0
58.5,30.1,42.3,58.5,18.6,34.9,34.4,73.9,0.415,29.17,0.0,0.0,97.4,2,0.0,94,0,0,0,0,1,0,0,0,0,0
58.5,30.1,42.3,58.5,18.6,34.9,34.4,73.9,0.415,29.17,0.0,0.0,97.4,2,0.0,94,0,0,0,0,1,0,0,0,0,0
58.5,30.1,42.3,58.5,18.6,34.9,34.4,73.9,0.415,29.17,0.0,0.0,97.4,2,0.0,94,0,0,0,0,1,0,0,0,0,0
56.0,33.3,43.9,56.0,26.7,40.1,28.7,57.1,0.086,16.67,0.0,0.1,92.3,3,0.0,96,0,0,0,0,0,0,0,1,0,0
56.0,33.3,43.9,56.0,26.7,40.1,28.7,57.1,0.086,16.67,0.0,0.1,92.3,3,0.0,96,0,0,0,0,0,0,0,1,0,0
56.0,33.3,43.9,56.0,26.7,40.1,28.7,57.1,0.086,16.67,0.0,0.1,92.3,3,0.0,96,0,0,0,0,0,0,0,1,0,0
56.0,33.3,43.9,56.0,26.7,40.1,28.7,57.1,0.086,16.67,0.0,0.1,92.3,3,0.0,96,0,0,0,0,0,0,0,1,0,0
37.6,26.2,30.9,33.0,15.9,23.3,19.5,65.1,0.039,25.0,0.3,0.2,61.4,3,0.0,97,0,0,0,0,0,0,0,1,0,0
38.4,27.7,32.0,31.3,22.1,26.1,17.9,56.5,0.0,0.0,0.0,0.5,67.2,3,0.0,98,0,0,0,1,0,0,0,0,0,0
38.4,27.7,32.0,31.3,22.1,26.1,17.9,56.5,0.0,0.0,0.0,0.5,67.2,3,0.0,98,0,0,0,1,0,0,0,0,0,0
38.4,27.7,32.0,31.3,22.1,26.1,17.9,56.5,0.0,0.0,0.0,0.5,67.2,3,0.0,98,0,0,0,1,0,0,0,0,0,0
38.4,27.7,32.0,31.3,22.1,26.1,17.9,56.5,0.0,0.0,0.0,0.5,67.2,3,0.0,98,0,0,0,1,0,0,0,0,0,0
38.4,27.7,32.0,31.3,22.1,26.1,17.9,56.5,0.0,0.0,0.0,0.5,67.2,3,0.0,98,0,0,0,1,0,0,0,0,0,0
33.6,26.3,31.0,33.6,19.1,26.9,24.0,76.1,0.08,37.5,0.4,0.3,88.7,1,0.0,99,0,0,0,0,0,0,0,1,0,0
54.5,33.7,43.3,54.5,30.0,40.5,27.9,56.0,0.001,4.17,0.0,0.0,74.1,3,0.0,101,0,0,0,0,1,0,0,0,0,0
54.5,33.7,43.3,54.5,30.0,40.5,27.9,56.0,0.001,4.17,0.0,0.0,74.1,3,0.0,101,0,0,0,0,1,0,0,0,0,0
54.5,33.7,43.3,54.5,30.0,40.5,27.9,56.0,0.001,4.17,0.0,0.0,74.1,3,0.0,101,0,0,0,0,1,0,0,0,0,0
75.1,47.1,60.6,75.1,43.5,59.0,37.1,43.9,0.005,8.33,0.0,0.0,54.0,5,0.0,102,0,0,0,0,1,0,0,0,0,0
75.1,47.1,60.6,75.1,43.5,59.0,37.1,43.9,0.005,8.33,0.0,0.0,54.0,5,0.0,102,0,0,0,0,1,0,0,0,0,0
82.9,63.5,72.0,80.5,63.5,71.6,39.4,31.4,0.0,0.0,0.0,0.0,22.2,5,0.0,103,0,0,0,1,0,0,0,0,0,0
80.8,62.2,71.0,79.9,62.2,70.9,44.9,40.3,0.0,0.0,0.0,0.0,53.2,5,0.0,104,0,0,0,1,0,0,0,0,0,0
80.8,62.2,71.0,79.9,62.2,70.9,44.9,40.3,0.0,0.0,0.0,0.0,53.2,5,0.0,104,0,0,0,1,0,0,0,0,0,0
80.8,62.2,71.0,79.9,62.2,70.9,44.9,40.3,0.0,0.0,0.0,0.0,53.2,5,0.0,104,0,0,0,1,0,0,0,0,0,0
80.8,62.2,71.0,79.9,62.2,70.9,44.9,40.3,0.0,0.0,0.0,0.0,53.2,5,0.0,104,0,0,0,1,0,0,0,0,0,0
80.8,62.2,71.0,79.9,62.2,70.9,44.9,40.3,0.0,0.0,0.0,0.0,53.2,5,0.0,104,0,0,0,1,0,0,0,0,0,0
80.8,62.2,71.0,79.9,62.2,70.9,44.9,40.3,0.0,0.0,0.0,0.0,53.2,5,0.0,104,0,0,0,1,0,0,0,0,0,0
73.9,46.8,59.3,73.9,41.9,58.9,49.4,71.1,0.795,33.33,0.0,0.0,64.2,2,0.0,105,0,0,0,0,1,0,0,0,0,0
73.9,46.8,59.3,73.9,41.9,58.9,49.4,71.1,0.795,33.33,0.0,0.0,64.2,2,0.0,105,0,0,0,0,1,0,0,0,0,0
73.9,46.8,59.3,73.9,41.9,58.9,49.4,71.1,0.795,33.33,0.0,0.0,64.2,2,0.0,105,0,0,0,0,1,0,0,0,0,0
73.9,46.8,59.3,73.9,41.9,58.9,49.4,71.1,0.795,33.33,0.0,0.0,64.2,2,0.0,105,0,0,0,0,1,0,0,0,0,0
73.9,46.8,59.3,73.9,41.9,58.9,49.4,71.1,0.795,33.33,0.0,0.0,64.2,2,0.0,105,0,0,0,0,1,0,0,0,0,0
52.2,30.0,40.7,52.2,24.0,37.1,27.7,61.4,0.02,4.17,0.0,0.3,77.5,4,0.0,108,0,0,0,0,1,0,0,0,0,0
52.2,30.0,40.7,52.2,24.0,37.1,27.7,61.4,0.02,4.17,0.0,0.3,77.5,4,0.0,108,0,0,0,0,1,0,0,0,0,0
52.2,30.0,40.7,52.2,24.0,37.1,27.7,61.4,0.02,4.17,0.0,0.3,77.5,4,0.0,108,0,0,0,0,1,0,0,0,0,0
52.2,30.0,40.7,52.2,24.0,37.1,27.7,61.4,0.02,4.17,0.0,0.3,77.5,4,0.0,108,0,0,0,0,1,0,0,0,0,0
44.2,33.1,38.3,43.1,22.8,31.6,31.9,79.4,0.311,37.5,0.1,0.3,82.8,2,0.0,109,0,0,0,0,0,0,0,1,0,0
44.2,33.1,38.3,43.1,22.8,31.6,31.9,79.4,0.311,37.5,0.1,0.3,82.8,2,0.0,109,0,0,0,0,0,0,0,1,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
52.2,28.8,40.0,52.2,20.7,34.8,22.1,51.8,0.0,0.0,0.0,0.1,2.6,4,0.0,110,0,0,0,1,0,0,0,0,0,0
56.0,32.4,44.8,56.0,29.2,44.0,23.7,46.1,0.0,0.0,0.0,0.0,16.5,4,0.0,111,0,0,0,1,0,0,0,0,0,0
67.5,44.5,55.2,67.5,40.7,54.0,27.9,35.9,0.0,0.0,0.0,0.0,33.2,5,0.0,112,0,0,0,1,0,0,0,0,0,0
67.5,44.5,55.2,67.5,40.7,54.0,27.9,35.9,0.0,0.0,0.0,0.0,33.2,5,0.0,112,0,0,0,1,0,0,0,0,0,0
70.3,49.0,59.5,70.3,45.8,59.0,37.8,46.1,0.0,0.0,0.0,0.0,19.8,4,0.0,113,0,0,0,1,0,0,0,0,0,0
70.3,49.0,59.5,70.3,45.8,59.0,37.8,46.1,0.0,0.0,0.0,0.0,19.8,4,0.0,113,0,0,0,1,0,0,0,0,0,0
57.6,48.3,51.5,57.6,44.7,50.9,47.1,85.5,0.553,79.17,0.0,0.0,99.9,2,0.0,114,0,0,0,0,1,0,0,0,0,0
56.8,44.5,51.3,56.8,39.2,50.3,48.3,89.4,0.025,25.0,0.0,0.0,96.6,3,0.0,115,0,0,0,0,1,0,0,0,0,0
60.4,38.0,49.0,60.4,31.9,47.1,35.9,63.6,0.001,4.17,0.0,0.0,35.2,4,0.0,116,0,0,0,0,1,0,0,0,0,0
60.4,38.0,49.0,60.4,31.9,47.1,35.9,63.6,0.001,4.17,0.0,0.0,35.2,4,0.0,116,0,0,0,0,1,0,0,0,0,0
60.4,38.0,49.0,60.4,31.9,47.1,35.9,63.6,0.001,4.17,0.0,0.0,35.2,4,0.0,116,0,0,0,0,1,0,0,0,0,0
65.9,45.7,55.5,65.9,45.7,55.5,39.3,55.6,0.01,12.5,0.0,0.0,48.4,4,0.0,117,0,0,0,0,1,0,0,0,0,0
65.9,45.7,55.5,65.9,45.7,55.5,39.3,55.6,0.01,12.5,0.0,0.0,48.4,4,0.0,117,0,0,0,0,1,0,0,0,0,0
65.9,45.7,55.5,65.9,45.7,55.5,39.3,55.6,0.01,12.5,0.0,0.0,48.4,4,0.0,117,0,0,0,0,1,0,0,0,0,0
55.8,39.0,47.3,55.8,32.4,44.2,36.7,66.7,0.014,16.67,0.0,0.0,70.3,4,0.0,118,0,0,0,0,1,0,0,0,0,0
55.8,39.0,47.3,55.8,32.4,44.2,36.7,66.7,0.014,16.67,0.0,0.0,70.3,4,0.0,118,0,0,0,0,1,0,0,0,0,0
50.5,32.4,39.5,50.5,24.5,33.5,27.1,63.3,0.0,0.0,0.0,0.0,65.5,2,0.0,119,0,0,0,1,0,0,0,0,0,0
66.8,35.1,51.6,66.8,30.1,49.8,21.0,33.0,0.0,0.0,0.0,0.0,0.0,5,0.0,120,0,0,0,1,0,0,0,0,0,0
66.8,35.1,51.6,66.8,30.1,49.8,21.0,33.0,0.0,0.0,0.0,0.0,0.0,5,0.0,120,0,0,0,1,0,0,0,0,0,0
66.8,35.1,51.6,66.8,30.1,49.8,21.0,33.0,0.0,0.0,0.0,0.0,0.0,5,0.0,120,0,0,0,1,0,0,0,0,0,0
66.8,35.1,51.6,66.8,30.1,49.8,21.0,33.0,0.0,0.0,0.0,0.0,0.0,5,0.0,120,0,0,0,1,0,0,0,0,0,0
66.8,35.1,51.6,66.8,30.1,49.8,21.0,33.0,0.0,0.0,0.0,0.0,0.0,5,0.0,120,0,0,0,1,0,0,0,0,0,0
66.8,35.1,51.6,66.8,30.1,49.8,21.0,33.0,0.0,0.0,0.0,0.0,0.0,5,0.0,120,0,0,0,1,0,0,0,0,0,0
66.8,35.1,51.6,66.8,30.1,49.8,21.0,33.0,0.0,0.0,0.0,0.0,0.0,5,0.0,120,0,0,0,1,0,0,0,0,0,0
78.4,43.0,63.4,78.4,39.6,62.7,29.8,30.0,0.0,0.0,0.0,0.0,3.3,5,0.0,121,0,0,0,1,0,0,0,0,0,0
78.4,43.0,63.4,78.4,39.6,62.7,29.8,30.0,0.0,0.0,0.0,0.0,3.3,5,0.0,121,0,0,0,1,0,0,0,0,0,0
84.2,66.8,74.2,83.7,66.8,74.2,58.5,59.3,0.107,16.67,0.0,0.0,56.2,5,0.0,123,0,0,0,0,1,0,0,0,0,0
84.2,66.8,74.2,83.7,66.8,74.2,58.5,59.3,0.107,16.67,0.0,0.0,56.2,5,0.0,123,0,0,0,0,1,0,0,0,0,0
84.2,66.8,74.2,83.7,66.8,74.2,58.5,59.3,0.107,16.67,0.0,0.0,56.2,5,0.0,123,0,0,0,0,1,0,0,0,0,0
84.2,66.8,74.2,83.7,66.8,74.2,58.5,59.3,0.107,16.67,0.0,0.0,56.2,5,0.0,123,0,0,0,0,1,0,0,0,0,0
78.6,62.3,69.0,78.6,62.3,69.0,59.6,74.2,0.163,29.17,0.0,0.0,77.8,4,0.0,124,0,0,0,0,1,0,0,0,0,0
68.9,52.1,60.5,68.9,52.1,60.5,47.5,65.1,0.03,12.5,0.0,0.0,41.9,3,0.0,125,0,0,0,0,1,0,0,0,0,0
68.9,52.1,60.5,68.9,52.1,60.5,47.5,65.1,0.03,12.5,0.0,0.0,41.9,3,0.0,125,0,0,0,0,1,0,0,0,0,0
68.9,52.1,60.5,68.9,52.1,60.5,47.5,65.1,0.03,12.5,0.0,0.0,41.9,3,0.0,125,0,0,0,0,1,0,0,0,0,0
68.9,52.1,60.5,68.9,52.1,60.5,47.5,65.1,0.03,12.5,0.0,0.0,41.9,3,0.0,125,0,0,0,0,1,0,0,0,0,0
70.6,52.6,61.7,70.6,52.6,61.7,51.7,72.0,0.041,4.17,0.0,0.0,83.3,4,0.0,127,0,0,0,0,1,0,0,0,0,0
70.6,52.6,61.7,70.6,52.6,61.7,51.7,72.0,0.041,4.17,0.0,0.0,83.3,4,0.0,127,0,0,0,0,1,0,0,0,0,0
70.6,52.6,61.7,70.6,52.6,61.7,51.7,72.0,0.041,4.17,0.0,0.0,83.3,4,0.0,127,0,0,0,0,1,0,0,0,0,0
75.2,53.3,65.4,75.2,53.3,65.4,48.7,57.8,0.0,0.0,0.0,0.0,24.6,5,0.0,128,0,0,0,1,0,0,0,0,0,0
75.2,53.3,65.4,75.2,53.3,65.4,48.7,57.8,0.0,0.0,0.0,0.0,24.6,5,0.0,128,0,0,0,1,0,0,0,0,0,0
79.5,56.8,69.0,79.5,56.8,69.0,50.4,54.1,0.0,0.0,0.0,0.0,28.8,5,0.0,129,0,0,0,1,0,0,0,0,0,0
79.5,56.8,69.0,79.5,56.8,69.0,50.4,54.1,0.0,0.0,0.0,0.0,28.8,5,0.0,129,0,0,0,1,0,0,0,0,0,0
79.5,56.8,69.0,79.5,56.8,69.0,50.4,54.1,0.0,0.0,0.0,0.0,28.8,5,0.0,129,0,0,0,1,0,0,0,0,0,0
79.5,56.8,69.0,79.5,56.8,69.0,50.4,54.1,0.0,0.0,0.0,0.0,28.8,5,0.0,129,0,0,0,1,0,0,0,0,0,0
79.5,56.8,69.0,79.5,56.8,69.0,50.4,54.1,0.0,0.0,0.0,0.0,28.8,5,0.0,129,0,0,0,1,0,0,0,0,0,0
78.2,63.5,69.9,78.2,63.5,69.9,54.7,59.7,0.102,12.5,0.0,0.0,67.3,5,0.0,130,0,0,0,0,1,0,0,0,0,0
64.3,52.8,59.3,64.3,52.8,59.3,46.2,63.5,0.001,4.17,0.0,0.0,54.1,4,0.0,131,0,0,0,0,1,0,0,0,0,0
82.2,51.2,63.9,82.9,51.2,64.0,54.4,73.7,0.483,25.0,0.0,0.0,52.4,4,0.0,132,0,0,0,0,1,0,0,0,0,0
82.2,51.2,63.9,82.9,51.2,64.0,54.4,73.7,0.483,25.0,0.0,0.0,52.4,4,0.0,132,0,0,0,0,1,0,0,0,0,0
82.2,51.2,63.9,82.9,51.2,64.0,54.4,73.7,0.483,25.0,0.0,0.0,52.4,4,0.0,132,0,0,0,0,1,0,0,0,0,0
73.5,57.1,63.4,73.5,57.1,63.4,61.5,93.9,0.271,45.83,0.0,0.0,90.4,3,0.0,133,0,0,0,0,1,0,0,0,0,0
