latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemin,humidity,precip,preciptype,cloudcover,conditions,description,stations
39.952,-75.162,2017-03-03,38.8,29.6,34.4,18.4,40.8,0,,43.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-04,34.8,21.4,28.2,8.4,35.9,0,,29.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-05,37,15.5,26.5,2.1,30.6,0,,9.9,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-06,49.8,25.1,38.2,22.3,42,0,,62.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-07,65.6,42.1,53.5,38.6,66.4,0.03,rain,87.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-08,62.4,48.4,57,43.2,45.1,0.013,rain,44.4,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-09,67,49.1,58.1,45.1,25.5,0,,24.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-10,49.3,29.3,37.6,16.1,63.7,0.27,"rain,snow",78.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-11,31.4,20.1,26,7.7,35.1,0,,35.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-12,32.7,23.1,27.7,12.3,41.3,0,,55.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-13,40.9,20.3,29.5,14.2,40.1,0,"rain,snow",52.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-14,33.6,24.4,30.5,10.9,81.2,1.51,"rain,snow",93.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-15,30.6,20.7,25.2,6.3,58,0,,79.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-16,37.9,24,31.2,13,46.5,0,,29.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-17,43.7,28,35.9,19.6,43.7,0,,24.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-18,41,35.7,38,26.5,81.6,0.016,rain,97,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-19,49.4,35.6,41.5,26.1,60.1,0,,43.8,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-20,52.9,33.7,43.1,27.2,45.6,0,,36.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-21,58.7,42.3,48.8,38.9,53.7,0.015,rain,75.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-22,52.4,29.4,40.3,18.5,34.4,0,,24.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-23,44.4,23.4,33.2,13.4,33.4,0,,11.7,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-24,57.5,32,44.3,26.6,53.6,0,,52.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-25,74.4,44.4,56,39.1,65.8,0.02,rain,65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-26,44.6,40.5,43.1,33.5,82.1,0,,95.1,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-27,60.4,40.7,48.5,35.4,91.1,0.096,rain,84.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-28,53.1,48.1,50.4,44.7,93.6,0.5,rain,93.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-29,60.5,45.5,51.8,38.3,58,0,,32.5,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-30,51.3,36,44.4,31.9,49.5,0.029,rain,71.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-03-31,48.5,38.5,42.9,30.5,92,1.465,rain,96.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-01,51.4,38.5,44.9,29.9,73.6,0.011,rain,89.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-02,62.4,40.5,50.7,34.3,51.4,0,,30.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-03,66.3,43,54.4,43,54.4,0.01,rain,70.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-04,73.5,50.8,64.5,50.8,72.2,0.379,rain,78.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-05,68.2,50.5,59.8,50.5,51.8,0,,41.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-06,56.4,45.3,49.3,38.5,86,1.348,rain,79.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-07,53.4,42.3,46.2,34.5,56.8,0,,79.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-08,59.3,38.6,48.7,31.3,35.2,0,,35.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-09,67.9,37.8,53.1,37.8,42.2,0,,21.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-10,79.6,44.8,62.4,44.8,48.6,0,,48.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-11,81.1,56.1,68.5,56.1,52.5,0,,38.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-12,75.4,56.6,67.3,56.6,53.5,0,,39.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-13,65.2,48.1,57.6,43.3,40.2,0,,38.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-14,66.7,47.9,56.3,45.6,41.7,0,,41.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-15,65.6,46,56.8,46,66.1,0,,67,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-16,85.7,57.3,72.1,57.3,60.8,0,,50.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-17,71.7,62,67.4,62,54.1,0.056,rain,58.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-18,68.2,50,58.3,46.8,43.9,0,,35,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-19,61.4,45.5,52.8,40.6,67.7,0,,75,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-20,75,53.6,61.9,53.6,71.7,0,,71.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-21,61.3,51.7,55.9,51.7,86.5,0.301,rain,91.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-22,56.6,51,54.5,51,84.2,0.097,rain,85.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-23,64.6,44.6,53.8,40.9,60.6,0,,48.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-24,58.4,49.1,53.4,46.8,67.5,0.001,rain,86.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-25,56.5,51.9,54.3,51.9,90.6,0.477,rain,96.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-26,64.2,55.5,59.3,55.5,87.4,0.122,rain,98.8,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-27,79.5,59.3,68,59.3,76.3,0,,73.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-28,83.5,63.2,73.3,63.2,62.1,0.015,rain,40.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-29,86.2,65.8,74.9,65.8,67.7,0.03,rain,56.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-04-30,72.5,51.6,65,51.6,61.7,0,,85.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-01,83,51.4,66,51.4,76.4,0,,81.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-02,75,67.7,71.7,67.7,51.7,0,,63.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-03,66.8,55.5,61.4,55.5,37.3,0,,51.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-04,64.1,45.7,55.6,43.2,48.7,0,,45.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-05,68.7,52.7,60.7,52.7,87.7,1.305,rain,91.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-06,65.5,53.4,61.3,53.4,72.4,0,,81.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-07,54.5,47.9,51.9,44.7,66.8,0.031,rain,70.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-08,59.2,41.9,50.8,35.8,52.1,0,,55.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-09,62.6,44,54.3,41.3,40,0,,39.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-10,69.2,50.9,58.1,50.9,57.7,0,,57,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-11,60.5,49.1,54.4,46.4,64.9,0,,60.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-12,60.4,48.6,54.2,46.5,66.6,0.001,rain,77.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-13,53.4,48.4,50.5,44.2,90.8,1.587,rain,89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-14,71.3,47.4,58.7,44.7,66.2,0.002,rain,57.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-15,71.4,51,61.8,51,44.6,0,,23.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-16,79.4,51.3,66.9,51.3,48.9,0,,28,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-17,90.7,57.4,74.3,57.4,59.5,0,,25.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-18,91.5,72,82.2,72,54.1,0,,49.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-19,91.8,72.7,81.7,72.7,57.5,0,,35.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-20,77.7,55.4,63.7,55.4,55.3,0.006,rain,72.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-21,72.1,49.3,60.5,47.6,54.6,0,,55.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-22,65.3,55.4,60.2,55.4,87.8,0.453,rain,97.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-23,67.1,59.7,63.1,59.7,73.9,0,,67.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-24,70.7,56.6,62.4,56.6,69.4,0.002,rain,82.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-25,65.1,55.4,59.1,55.4,90.4,1.855,rain,92.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-26,74.9,57.6,66.6,57.6,69.6,0.029,rain,69.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-27,72.3,58.6,66.6,58.6,64.8,0,,48.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-28,75.4,60.2,67,60.2,75.9,0.025,rain,68.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-29,63.1,57.4,59.9,57.4,88.3,0.124,rain,97.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-30,61.7,56.5,59,56.5,88.9,0.048,rain,98.5,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-05-31,79,60.5,68.3,60.5,78.8,0.001,rain,67.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-01,80.2,62.4,71.9,62.4,54.7,0,,36.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-02,77.8,57.4,69.2,57.4,43.9,0,,25.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-03,75.2,56.5,65.1,56.5,53.1,0.009,rain,41.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-04,78.9,54.5,67.8,54.5,60.6,0,,49.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-05,72.6,63.7,68.8,63.7,81.6,0.019,rain,62.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-06,65.8,56.4,61.9,56.4,89.4,0.221,rain,89.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-07,65.5,53,59,53,73.4,0,,85,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-08,70.3,53,61.5,53,66.7,0,,43.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-09,81.4,51.9,67.7,51.9,56,0,,33.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-10,86.1,64,76.1,64,51.1,0,,39,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-11,91.5,65.9,79.9,65.9,57.5,0,,20.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-12,93,69.4,82.6,69.4,54.8,0,,21.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-13,94.6,72.3,84.8,72.3,54.9,0,,34.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-14,83.8,69.7,78.1,69.7,64.7,0.003,rain,63.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-15,81.8,61,71.7,61,54.8,0,,51.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-16,80.7,65.2,71.7,65.2,75.1,0,,87,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-17,81.5,68.5,74.1,68.5,86.5,0.193,rain,85.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-18,89.2,74.4,81.2,74.4,74.9,0,,65.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-19,88.3,71.1,79.9,71.1,75.6,0.532,rain,57.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-20,86.2,71.6,78.4,71.6,60.1,0.007,rain,50.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-21,85.7,69.6,76.4,69.6,66.9,0.057,rain,49.8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-22,87.9,67.9,78.5,67.9,67.1,0,,59.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-23,88.6,75,80.3,75,76,0.02,rain,61.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-24,86.4,71.6,80.7,71.6,60.8,0.645,rain,54.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-25,84.3,68.6,77.7,68.6,51.2,0,,48.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-26,79.7,62.3,73.4,62.3,41.7,0,,25.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-27,79.1,61.3,70.6,61.3,59.8,0.12,rain,51.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-28,78.9,60.3,70.7,60.3,47,0,,31.5,Partially cloudy,Becoming cloudy in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-29,86.5,65.2,76.4,65.2,57.4,0,,49.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-06-30,91.2,72.9,81.4,72.9,58.7,0,,45.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-01,87.9,73.3,79.2,73.3,76.4,0.584,rain,57.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-02,88.9,72.1,80.5,72.1,67.3,0,,41.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-03,89.5,71.6,82.1,71.6,56.7,0,,35.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-04,88,71.8,79.3,71.8,64.3,0.251,rain,56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-05,82.4,69.9,75.8,69.9,61.9,0,,78.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-06,74.2,69.3,71.8,69.3,86.5,0.217,rain,79.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-07,84.6,70.7,75.3,70.7,82.3,0.389,rain,78.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-08,85.5,69.7,77.4,69.7,68.5,0.015,rain,49.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-09,82.6,67.6,75.8,67.6,52.4,0,,19.4,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-10,86.6,65.6,76.9,65.6,62,0,,52.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-11,90.3,75.6,82.3,75.6,65,0,,52.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-12,90.7,76.2,83.8,76.2,63.8,0,,51.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-13,93.1,76.5,83.7,76.5,69.7,0.117,rain,55.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-14,77.2,72.7,74.7,72.7,90.5,0.315,rain,81.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-15,86.2,72.8,78.8,72.8,70,0.008,rain,70.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-16,84.5,67.7,77.4,67.7,61.1,0,,32.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-17,87.9,69.4,78.3,69.4,73,0.057,rain,34.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-18,89.3,71,79.9,71,73.4,0,,52.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-19,93.3,74.8,83.3,74.8,69.6,0,,39.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-20,94.5,77.7,85.9,77.7,63.5,0.002,rain,47.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-21,92.4,78,85,78,60.5,0,,59.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2017-07-22,91.6,78.1,83.8,78.1,65.1,0.044,rain,53.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
