latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemin,humidity,precip,preciptype,cloudcover,conditions,description,stations
39.952,-75.162,2016-01-01,42.6,35.2,39.8,29.7,53.8,0,,85.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-02,43.3,31.3,36.7,26.5,54.6,0,,30,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-03,48.5,29.1,37.7,24.4,60.2,0,,13.2,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-04,34.2,14.8,28.5,-2,44.5,0,,26.6,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-05,31.7,12.4,21.2,-4.1,37.1,0,,0,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-06,39.7,19,28.2,14,47.7,0,,5.2,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-07,44.9,26.6,36.3,24.8,63.6,0,,84.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-08,44.5,35.7,40.5,34.1,67,0,,96.6,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-09,52.3,41.4,46.3,36.8,80.9,0,,100,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-10,64.3,41.2,54.7,32.5,75.3,0.668,rain,86.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-11,39.1,26.6,32,16.9,37.1,0,,15.8,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-12,44.9,22.6,33,15.1,50.3,0,,70.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-13,27.9,21.4,25.2,6,41.2,0,,30.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-14,46.3,25.1,34.4,16.6,44.8,0,,66.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-15,52.4,29.2,41.1,26.9,67.8,0.091,rain,71.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-16,52.4,41.4,45.6,35.4,69.5,0.217,rain,84.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-17,41.4,30.2,34.8,23.2,66.8,0.033,"rain,snow",76.4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-18,30.2,17.4,23.5,1.7,47.8,0,,19.4,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-19,28.5,15.8,21.7,-0.7,41.8,0,,8.8,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-20,34.9,21.8,28.8,11.4,52.4,0,,59,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-21,35.8,26.4,30.9,18.2,48.5,0,,54.3,Partially cloudy,Becoming cloudy in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-22,27.8,21.1,25,11.2,54.6,0.128,snow,69.8,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-23,29.5,23.8,26.8,8.6,83.7,0.215,"rain,snow",100,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-24,32.8,21.4,27.3,9.5,52,0,"rain,snow",40.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-25,38.4,19.5,28.9,15,58.4,0,,46.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-26,48.3,23.5,38.1,18.7,67,0,"rain,snow",77.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-27,44.1,29.3,39.9,26.9,53.8,0,,62.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-28,42,22.8,32.7,22.8,61.9,0,,47.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-29,41.1,27.2,34.5,22.3,62.5,0,,78.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-30,40.2,25.8,33.2,17,51.5,0,,31.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-01-31,57,30,42.6,26.7,60.7,0,rain,63.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-01,57.7,42.4,47.9,38.6,71.5,0.093,rain,81.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-02,52,34.4,42.6,28.8,56.7,0,,17,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-03,60.9,34,50.7,30.3,83,0.401,rain,93,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-04,55.6,44,50.4,38.9,67.3,0.013,rain,99.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-05,42.9,33.2,37.8,24.1,63.9,0.069,"rain,snow",67.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-06,42.1,26,34.2,22,59.9,0,,55,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-07,45.5,26.8,37,22.9,61.2,0,,60.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-08,42.7,31.8,38.5,24.9,58.8,0,,94.6,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-09,36.2,31.7,33.3,22.9,84,0.053,"rain,snow",100,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-10,34.8,28.7,32.5,16.4,65.3,0.023,"rain,snow",96.8,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-11,27.7,20.8,23.9,7.2,43,0.003,snow,62.3,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-12,24.8,15.2,21.2,7,48.1,0.019,snow,61,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-13,23.5,13.2,19.2,-2.5,45.3,0,,58.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-14,19.1,8.1,13.7,-9.1,34.1,0,,27.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-15,32.6,16.3,23.1,6.4,65.2,0.347,"rain,snow",97.3,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-16,58.5,32.9,47.2,30.6,79,0.514,"rain,snow",82.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-17,41.4,35.2,38.5,30.6,60.1,0,,86,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-18,36.4,27.9,32.6,19.8,41.7,0,,34.1,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-19,38.6,22.1,31.1,16.4,49.4,0,,66.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-20,59.4,39,49,31.7,51.3,0,,62.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-21,58.3,38.2,48.9,35.9,65.9,0.031,rain,67.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-22,51.6,37.8,44.1,31.3,57.7,0.001,rain,65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-23,42.3,36.8,39.4,30.6,80.6,0.265,rain,96.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-24,65,39.3,51.8,31.4,88.7,1.469,rain,100,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-25,61.8,40.1,48.6,30.5,63,0.244,rain,88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-26,40,33.2,36.7,23.6,37.4,0,,65.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-27,43.2,27,35.2,20,43.4,0,,32.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-28,62.9,35.1,48.6,29.2,45.3,0,,26.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-02-29,63,45.7,51.6,41.3,49,0.011,rain,33.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-01,62.3,38,49.9,34.5,52.7,0,,41.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-02,59.8,32.2,44.6,21.9,46.3,0.228,rain,53.2,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-03,38.1,27.1,32.9,19.7,40.3,0,"rain,snow",57.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-04,39.4,30.5,34.1,22.5,71.3,0.073,"rain,snow",83.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-05,41.7,29.3,35.3,21.3,48.3,0,,48.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-06,45.2,33.3,37.9,30.6,56.1,0,,73.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-07,60.8,32.6,46.3,28.5,59.9,0,,32.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-08,73.5,44.5,59,41,44.5,0,,59.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-09,80.6,42.5,61.8,42.5,45.6,0,,46.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-10,80.9,58.1,68.5,58.1,51.9,0,,72.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-11,67.6,50.5,61.9,50.5,49.9,0.001,rain,76.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-12,60.1,39.5,50.7,36.3,48.3,0,,67.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-13,60.6,48.5,53.2,44.9,64,0.063,rain,94,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-14,48.7,44.4,46.9,37.4,85.2,0.916,rain,100,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-15,52.5,45.3,48.1,39.1,85,0.011,rain,83.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-16,69.8,42,54.4,40.6,76.5,0.014,rain,53.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-17,61.6,43.8,51.9,43.8,69.6,0.02,rain,60.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-18,61.6,46.3,54.9,42,31.3,0,,42.7,Partially cloudy,Becoming cloudy in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-19,48.3,37.5,41.5,32.4,54,0.008,rain,74.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-20,42.6,34.6,38.4,28.2,57.4,0.05,"rain,snow",94.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-21,49.3,33.6,41.2,27.3,51.2,0.021,"rain,snow",55.4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-22,57.1,33.5,45.8,27.3,38.4,0,,27.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-23,72.2,48.3,59.3,44.3,39.2,0,,61.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-24,65.6,46.8,54.1,41.6,63,0,,59.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-25,71.5,53.8,64.2,53.8,60.6,0.004,rain,85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-26,58.6,36.9,47.6,29.4,53.8,0,,46.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-27,58.9,44.1,49.5,39.1,70.2,0,,96.6,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-28,66,45.8,53.1,40.6,68.5,0.452,rain,89.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-29,58.1,44.8,51.3,40.8,32.9,0,,36.5,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-30,57.5,36.1,47.5,31.8,32,0,,35.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-03-31,72.5,49.1,62.3,45.3,55.6,0,,66.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-01,79.1,65.7,70.1,65.7,72.1,0.061,rain,82.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-02,65.8,49.6,56.2,47.2,59.6,0.087,rain,91.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-03,47.2,35.4,41.4,23,36.2,0.06,rain,52.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-04,62.9,38.5,48.5,31.6,58.8,0.227,rain,93.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-05,44.1,30.3,36.8,18,38.8,0,,41.2,Partially cloudy,Clearing in the afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-06,52.6,28.8,41.7,23.3,40.9,0,,33.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-07,60.7,48.6,55.5,43,70.1,0.17,rain,85.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-08,49.5,42.5,46.3,34.7,48.8,0.009,rain,51.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-09,41.1,34.9,37.2,25.8,72.8,0.372,"rain,snow",90.2,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-10,49.4,31.2,39.6,24.2,42.5,0,,24.1,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-11,66.3,41.5,54.6,37.8,55.4,0,,77.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-12,62,47.7,56.9,44,58.5,0.301,rain,65.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-13,56.5,39.1,48,33.9,41.1,0,,9.1,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-14,61.6,38.8,50.7,38.1,49.3,0,,18.8,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-15,64.1,39.2,51.7,38.1,48.5,0,,5,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-16,66.3,40.4,53.7,35.9,44.7,0,,22.3,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-17,72.6,43.1,56.8,40.9,42.1,0,,20.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-18,80.5,47.2,65,47.2,37.5,0,,32.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-19,74.4,54.2,64.3,54.2,37.2,0,,56.6,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-20,69.5,46.2,58.4,44,29.2,0,,11.4,Clear,Clear conditions throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-21,72.7,45.1,60,42.4,48.9,0,,59.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-22,77.7,60.8,69.1,60.8,63,0.001,rain,75.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-23,68.4,55.1,62.5,55.1,66.2,0.128,rain,75.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-24,67.1,44.5,56.1,39.7,29.7,0,,29.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-25,75.7,47.7,61.5,47.7,56.1,0,,50.4,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-26,83.3,55.1,67.1,55.1,67.3,0.235,rain,68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-27,53.9,49.3,51.5,44.8,73.8,0,,92.7,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-28,55.4,44.2,49.3,39.3,70.4,0.104,rain,87.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-29,52.7,44.4,48.5,39.9,75.3,0.004,rain,100,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-04-30,61.6,46.3,53.4,42.6,61.3,0,,95.7,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-01,52.9,46.5,49.9,42.5,80.6,0.581,rain,99.7,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-02,63.9,47.5,54.2,44,84.7,0.026,rain,94.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-03,59.1,53.4,56.4,53.4,86.2,0.55,rain,99.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-04,53.2,50.4,51.7,50.4,83.2,0.033,rain,100,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-05,57.3,49.1,53,44.4,73.4,0,,100,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-06,55.7,49.4,51.7,43.5,84.6,1.144,rain,100,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-07,61.4,50.4,54.4,50.4,78.7,0.087,rain,91.2,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-08,69.1,50.8,60,50.8,56.3,0.044,rain,73.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-09,69.1,48.3,60.2,46.5,50.1,0,,56.5,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-10,58.8,50.7,55.4,50.7,54.9,0.015,rain,83.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-11,66.6,51.4,58.9,51.4,67.9,0,,90.9,Overcast,Cloudy skies throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-12,74.8,55.4,65.8,55.4,72,0,,68.2,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-13,68,59.8,63.6,59.8,85.8,0.176,rain,83.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-14,73.7,54,62.5,54,69.2,0.089,rain,52.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-15,57.1,47.7,52.7,42.5,47.2,0,,56.7,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-16,65.6,42.3,54,37.4,40.2,0,,25.8,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-17,61.7,52.2,55.6,52.2,69,0.107,rain,83.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-18,68.1,51.2,58,51.2,62.6,0.001,rain,94.3,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-19,72.3,53.2,62.6,53.2,53,0.005,rain,70.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-20,74.8,52.7,64.1,52.7,45.3,0,,41.9,Partially cloudy,Partly cloudy throughout the day.,"72408013739,72408594732,72407493780,72030464752,KPHL"
39.952,-75.162,2016-05-21,61.1,52.8,57.1,52.8,74.4,1.499,rain,84.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"72408013739,72408594732,72407493780,72030464752,KPHL"
